DATE,COUNTRY,BASE_DEMAND,MARKETING_SPEND,GDP_GROWTH,INFLATION_RATE,SEASONALITY_INDEX,FINAL_DEMAND
2022-Feb-06,GERMANY,80,28644.92,2.9,2.98,0.91,105
2022-Feb-07,GERMANY,80,31954.63,3.01,2.29,0.88,89
2022-Feb-08,GERMANY,80,44195.9,2.41,4.03,1.03,108
2022-Feb-09,GERMANY,80,28109.11,2.09,2.46,0.9,65
2022-Feb-10,GERMANY,80,27467.95,2.22,1.97,0.85,98
2022-Feb-11,GERMANY,80,29215.44,3.28,3.14,0.93,100
2022-Feb-12,GERMANY,80,32849.66,2.12,3.3,0.95,109
2022-Feb-13,GERMANY,80,37278.4,0.98,2.84,0.86,115
2022-Feb-14,GERMANY,80,43783.21,2.44,0.4,0.94,151
2022-Feb-15,GERMANY,80,45894.91,2.24,4.6,1.02,148
2022-Feb-16,GERMANY,80,49071.06,4.25,2.63,0.95,155
2022-Feb-17,GERMANY,80,48958.87,3.2,4.35,0.97,140
2022-Feb-18,GERMANY,80,34497.9,4.15,4.36,0.94,118
2022-Feb-19,GERMANY,80,46062.38,1.91,3.81,0.93,136
2022-Feb-20,GERMANY,80,38965.52,2.38,4.03,0.94,114
2022-Feb-21,GERMANY,80,35382.86,2.29,2.5,1.02,130
2022-Feb-22,GERMANY,80,37717.4,2.41,3.98,0.92,111
2022-Feb-23,GERMANY,80,31025.35,2.53,4.22,1.02,119
2022-Feb-24,GERMANY,80,38001.75,2.46,4.45,0.96,105
2022-Feb-25,GERMANY,80,31781.81,2.42,3.21,0.87,96
2022-Feb-26,GERMANY,80,10820.22,3.3,3.88,1.04,61
2022-Feb-27,GERMANY,80,27193.27,1.24,3.37,0.87,85
2022-Feb-28,GERMANY,80,36973.69,2.35,2.77,1.01,108
2022-Mar-01,GERMANY,80,46517.48,2.05,2.75,1.01,137
2022-Mar-02,GERMANY,80,30612.16,2.09,3.51,0.89,87
2022-Mar-03,GERMANY,80,32331.34,1.84,3.59,0.91,100
2022-Mar-04,GERMANY,80,43135.34,1.93,3.27,0.98,141
2022-Mar-05,GERMANY,80,29304.35,2.34,2.61,0.89,91
2022-Mar-06,GERMANY,80,31808.82,1.05,3.79,0.89,101
2022-Mar-07,GERMANY,80,34649.44,2.49,2.67,0.94,131
2022-Mar-08,GERMANY,80,37037.36,3.67,3.52,0.87,96
2022-Mar-09,GERMANY,80,44933.45,3.05,3.61,1.01,112
2022-Mar-10,GERMANY,80,40083.68,1.72,2.1,1.01,118
2022-Mar-11,GERMANY,80,29135.24,3.19,4.08,0.87,87
2022-Mar-12,GERMANY,80,40862.2,2.89,3.34,0.98,131
2022-Mar-13,GERMANY,80,32647.53,2.48,3.52,1.01,120
2022-Mar-14,GERMANY,80,36528.8,1.75,1.98,0.93,112
2022-Mar-15,GERMANY,80,24399.1,1.76,2.47,0.85,88
2022-Mar-16,GERMANY,80,34535.44,4.24,2.83,0.9,113
2022-Mar-17,GERMANY,80,24945.53,2.44,3.34,0.9,95
2022-Mar-18,GERMANY,80,37885.15,0.6,2.27,0.95,106
2022-Mar-19,GERMANY,80,46846.19,3.8,1.64,1.05,153
2022-Mar-20,GERMANY,80,33199.49,1.06,3.1,0.88,87
2022-Mar-21,GERMANY,80,26838.18,2.17,4.85,0.88,89
2022-Mar-22,GERMANY,80,33033.95,2.7,3.04,0.88,98
2022-Mar-23,GERMANY,80,27181.41,0.51,3.66,1.02,90
2022-Mar-24,GERMANY,80,42455.72,2.77,3.59,0.91,128
2022-Mar-25,GERMANY,80,30149.3,1.9,5.23,0.9,104
2022-Mar-26,GERMANY,80,35195.47,2.31,3.94,0.98,107
2022-Mar-27,GERMANY,80,14186.86,2.78,3.13,0.92,57
2022-Mar-28,GERMANY,80,36669.29,2.28,2.56,0.98,129
2022-Mar-29,GERMANY,80,39271.65,3.01,1.97,0.85,118
2022-Mar-30,GERMANY,80,40616.57,2.57,3.75,0.91,136
2022-Mar-31,GERMANY,80,42624.91,3.1,2.41,0.87,124
2022-Apr-01,GERMANY,80,38943.35,3.05,2.8,1.2,150
2022-Apr-02,GERMANY,80,46656.77,3.26,3.2,1.13,158
2022-Apr-03,GERMANY,80,26130.6,2.73,3.16,1.26,128
2022-Apr-04,GERMANY,80,25812.58,2.02,2.58,1.11,116
2022-Apr-05,GERMANY,80,35355.87,1.1,4.13,1.11,129
2022-Apr-06,GERMANY,80,42591.34,3.39,3.76,1.14,150
2022-Apr-07,GERMANY,80,30313.58,2.11,2.73,1.13,117
2022-Apr-08,GERMANY,80,41591.33,2.39,2.22,1.28,173
2022-Apr-09,GERMANY,80,46877.54,2.13,3.23,1.3,159
2022-Apr-10,GERMANY,80,40342.0,2.94,1.38,1.17,174
2022-Apr-11,GERMANY,80,45860.06,1.35,3.1,1.29,177
2022-Apr-12,GERMANY,80,23326.34,2.02,3.57,1.28,133
2022-Apr-13,GERMANY,80,31615.72,2.31,2.82,1.1,135
2022-Apr-14,GERMANY,80,36147.47,2.41,3.43,1.16,131
2022-Apr-15,GERMANY,80,40651.73,3.25,2.64,1.14,151
2022-Apr-16,GERMANY,80,33693.99,3.66,2.41,1.2,182
2022-Apr-17,GERMANY,80,35129.78,2.34,3.74,1.26,188
2022-Apr-18,GERMANY,80,29122.74,3.16,2.26,1.3,138
2022-Apr-19,GERMANY,80,28892.93,2.75,2.66,1.29,124
2022-Apr-20,GERMANY,80,43897.21,1.07,4.01,1.14,141
2022-Apr-21,GERMANY,80,29654.08,2.86,1.47,1.28,163
2022-Apr-22,GERMANY,80,30412.71,1.61,3.07,1.18,132
2022-Apr-23,GERMANY,80,45901.73,2.03,2.77,1.14,140
2022-Apr-24,GERMANY,80,44263.39,2.93,2.57,1.22,169
2022-Apr-25,GERMANY,80,46367.6,2.51,3.53,1.18,160
2022-Apr-26,GERMANY,80,30819.05,2.45,3.16,1.28,153
2022-Apr-27,GERMANY,80,43545.27,2.1,1.94,1.21,194
2022-Apr-28,GERMANY,80,38654.14,3.04,1.13,1.12,142
2022-Apr-29,GERMANY,80,46407.12,2.02,2.45,1.29,174
2022-Apr-30,GERMANY,80,34184.58,2.53,2.62,1.16,147
2022-May-01,GERMANY,80,37204.91,2.89,4.7,1.18,153
2022-May-02,GERMANY,80,30091.25,1.69,1.91,1.25,154
2022-May-03,GERMANY,80,26410.1,3.08,2.43,1.21,135
2022-May-04,GERMANY,80,31234.39,1.73,1.82,1.21,136
2022-May-05,GERMANY,80,45197.53,2.55,2.83,1.3,157
2022-May-06,GERMANY,80,30143.63,3.45,3.9,1.17,136
2022-May-07,GERMANY,80,47966.04,1.28,1.05,1.23,170
2022-May-08,GERMANY,80,39588.88,2.18,2.83,1.16,176
2022-May-09,GERMANY,80,42985.54,2.77,4.84,1.17,105
2022-May-10,GERMANY,80,34244.11,1.48,3.96,1.23,139
2022-May-11,GERMANY,80,38624.1,2.31,4.0,1.23,142
2022-May-12,GERMANY,80,32467.98,2.71,3.93,1.27,149
2022-May-13,GERMANY,80,34144.93,0.95,2.72,1.2,140
2022-May-14,GERMANY,80,40777.9,3.3,3.55,1.17,128
2022-May-15,GERMANY,80,40307.01,2.17,2.76,1.12,140
2022-May-16,GERMANY,80,38386.89,0.97,4.78,1.17,136
2022-May-17,GERMANY,80,34877.25,1.57,4.86,1.16,122
2022-May-18,GERMANY,80,38407.89,2.86,2.41,1.26,191
2022-May-19,GERMANY,80,38480.63,2.72,3.4,1.19,158
2022-May-20,GERMANY,80,39493.15,3.38,2.87,1.23,157
2022-May-21,GERMANY,80,48313.05,2.12,2.35,1.18,166
2022-May-22,GERMANY,80,54003.72,3.19,0.23,1.3,242
2022-May-23,GERMANY,80,35530.76,1.74,3.66,1.2,116
2022-May-24,GERMANY,80,33489.18,2.63,3.13,1.14,151
2022-May-25,GERMANY,80,34541.82,2.14,4.53,1.25,161
2022-May-26,GERMANY,80,43661.59,2.67,2.9,1.27,169
2022-May-27,GERMANY,80,35010.27,2.93,3.77,1.19,116
2022-May-28,GERMANY,80,31127.31,2.13,1.94,1.18,128
2022-May-29,GERMANY,80,41542.69,3.65,2.95,1.14,158
2022-May-30,GERMANY,80,48090.97,3.38,4.24,1.23,165
2022-May-31,GERMANY,80,40573.26,2.8,3.49,1.11,134
2022-Jun-01,GERMANY,80,48224.98,3.07,3.78,1.1,156
2022-Jun-02,GERMANY,80,34290.7,1.97,3.24,1.13,115
2022-Jun-03,GERMANY,80,30485.73,2.25,2.65,1.23,128
2022-Jun-04,GERMANY,80,45310.32,3.81,1.88,1.15,163
2022-Jun-05,GERMANY,80,22600.04,3.44,4.83,1.24,102
2022-Jun-06,GERMANY,80,35601.49,1.87,1.94,1.16,150
2022-Jun-07,GERMANY,80,28049.92,1.92,0.82,1.3,136
2022-Jun-08,GERMANY,80,28622.14,1.47,2.69,1.13,116
2022-Jun-09,GERMANY,80,33925.5,1.82,1.69,1.19,131
2022-Jun-10,GERMANY,80,39332.19,3.13,2.64,1.3,191
2022-Jun-11,GERMANY,80,37663.64,2.44,2.2,1.27,174
2022-Jun-12,GERMANY,80,37388.59,3.14,3.04,1.25,165
2022-Jun-13,GERMANY,80,29422.53,2.61,3.68,1.23,128
2022-Jun-14,GERMANY,80,25845.4,2.81,3.42,1.27,149
2022-Jun-15,GERMANY,80,58644.38,2.68,2.28,1.16,193
2022-Jun-16,GERMANY,80,36048.82,1.95,2.89,1.29,180
2022-Jun-17,GERMANY,80,33087.93,2.59,2.54,1.11,150
2022-Jun-18,GERMANY,80,38832.06,2.87,4.26,1.21,132
2022-Jun-19,GERMANY,80,35373.69,3.09,4.42,1.23,157
2022-Jun-20,GERMANY,80,40302.7,2.31,2.19,1.23,178
2022-Jun-21,GERMANY,80,33413.36,1.81,3.1,1.11,137
2022-Jun-22,GERMANY,80,26051.91,4.08,2.27,1.24,120
2022-Jun-23,GERMANY,80,27232.73,2.69,2.75,1.18,105
2022-Jun-24,GERMANY,80,34275.39,4.98,2.76,1.28,144
2022-Jun-25,GERMANY,80,33577.82,1.36,1.58,1.29,150
2022-Jun-26,GERMANY,80,26025.2,1.91,3.78,1.25,111
2022-Jun-27,GERMANY,80,38676.19,1.4,3.41,1.28,119
2022-Jun-28,GERMANY,80,29909.62,2.28,3.04,1.28,140
2022-Jun-29,GERMANY,80,37660.47,1.99,1.92,1.18,158
2022-Jun-30,GERMANY,80,44628.86,2.65,2.63,1.14,149
2022-Jul-01,GERMANY,80,37815.38,1.99,0.97,0.94,125
2022-Jul-02,GERMANY,80,42077.44,2.09,3.03,0.86,112
2022-Jul-03,GERMANY,80,33376.92,2.65,3.61,0.92,104
2022-Jul-04,GERMANY,80,39182.01,2.48,1.71,0.93,122
2022-Jul-05,GERMANY,80,19741.48,2.29,3.35,0.94,81
2022-Jul-06,GERMANY,80,44289.56,3.36,2.54,0.93,96
2022-Jul-07,GERMANY,80,31192.12,2.48,2.29,1.05,127
2022-Jul-08,GERMANY,80,26642.32,2.92,2.63,0.97,91
2022-Jul-09,GERMANY,80,22310.9,2.03,2.14,0.97,82
2022-Jul-10,GERMANY,80,25813.03,3.56,4.99,0.95,106
2022-Jul-11,GERMANY,80,30958.61,2.97,3.44,0.88,85
2022-Jul-12,GERMANY,80,34635.92,4.16,3.43,0.95,110
2022-Jul-13,GERMANY,80,31749.19,1.57,2.84,1.02,131
2022-Jul-14,GERMANY,80,32089.29,2.54,3.7,0.89,111
2022-Jul-15,GERMANY,80,32377.64,2.51,3.34,0.92,101
2022-Jul-16,GERMANY,80,44896.42,2.46,2.42,0.95,126
2022-Jul-17,GERMANY,80,36585.8,1.85,3.18,0.92,126
2022-Jul-18,GERMANY,80,41313.95,2.22,2.79,0.95,115
2022-Jul-19,GERMANY,80,48040.08,2.97,4.26,1.02,144
2022-Jul-20,GERMANY,80,37388.64,2.88,3.91,0.93,137
2022-Jul-21,GERMANY,80,34719.74,1.97,1.61,1.03,145
2022-Jul-22,GERMANY,80,34364.26,1.51,1.55,1.03,136
2022-Jul-23,GERMANY,80,29261.99,1.52,2.08,0.95,107
2022-Jul-24,GERMANY,80,40939.77,1.99,3.57,1.03,153
2022-Jul-25,GERMANY,80,41799.41,2.0,1.43,0.89,137
2022-Jul-26,GERMANY,80,43946.46,3.1,3.78,0.96,137
2022-Jul-27,GERMANY,80,36302.65,2.72,3.91,0.92,127
2022-Jul-28,GERMANY,80,33365.14,0.76,3.71,0.89,117
2022-Jul-29,GERMANY,80,38011.0,3.44,4.13,1.02,136
2022-Jul-30,GERMANY,80,26894.82,1.61,3.11,0.92,95
2022-Jul-31,GERMANY,80,42486.13,1.55,4.6,0.96,120
2022-Aug-01,GERMANY,80,31424.0,2.07,3.47,0.87,111
2022-Aug-02,GERMANY,80,30861.97,2.16,3.02,1.02,118
2022-Aug-03,GERMANY,80,42676.29,2.12,1.99,1.01,131
2022-Aug-04,GERMANY,80,30758.07,2.94,4.08,0.89,90
2022-Aug-05,GERMANY,80,35168.75,1.5,2.51,0.88,102
2022-Aug-06,GERMANY,80,23542.39,2.51,3.87,0.96,115
2022-Aug-07,GERMANY,80,35508.28,2.4,2.39,0.9,104
2022-Aug-08,GERMANY,80,31190.08,1.61,3.1,0.91,90
2022-Aug-09,GERMANY,80,37141.44,2.29,2.27,0.97,120
2022-Aug-10,GERMANY,80,38343.12,3.03,5.6,1.02,113
2022-Aug-11,GERMANY,80,43945.05,3.14,2.71,0.96,139
2022-Aug-12,GERMANY,80,50241.24,2.37,2.03,0.94,113
2022-Aug-13,GERMANY,80,18348.67,2.6,1.59,0.87,86
2022-Aug-14,GERMANY,80,41840.84,4.44,3.37,1.0,141
2022-Aug-15,GERMANY,80,30872.67,3.07,2.84,0.85,77
2022-Aug-16,GERMANY,80,38569.21,3.71,0.03,1.05,158
2022-Aug-17,GERMANY,80,24808.6,2.49,2.63,0.9,110
2022-Aug-18,GERMANY,80,20131.81,2.71,4.68,1.0,80
2022-Aug-19,GERMANY,80,31443.79,1.64,3.65,0.98,117
2022-Aug-20,GERMANY,80,35709.96,3.74,2.37,0.89,106
2022-Aug-21,GERMANY,80,37295.12,2.91,3.97,0.91,70
2022-Aug-22,GERMANY,80,20569.34,1.44,5.11,0.9,69
2022-Aug-23,GERMANY,80,29881.71,0.84,3.28,0.85,76
2022-Aug-24,GERMANY,80,43280.3,4.06,3.08,0.88,130
2022-Aug-25,GERMANY,80,47134.17,3.6,3.08,0.94,127
2022-Aug-26,GERMANY,80,31477.86,3.69,2.53,0.94,101
2022-Aug-27,GERMANY,80,44398.97,1.5,2.35,0.89,124
2022-Aug-28,GERMANY,80,38595.27,1.17,4.55,1.01,129
2022-Aug-29,GERMANY,80,35088.84,2.38,1.6,1.0,139
2022-Aug-30,GERMANY,80,39098.65,3.41,3.29,0.99,108
2022-Aug-31,GERMANY,80,35721.51,3.38,3.91,0.87,104
2022-Sep-01,GERMANY,80,32486.08,2.33,2.0,0.93,96
2022-Sep-02,GERMANY,80,32978.07,3.18,3.74,0.93,110
2022-Sep-03,GERMANY,80,27789.4,2.1,3.53,1.04,136
2022-Sep-04,GERMANY,80,36640.52,2.38,3.96,0.93,119
2022-Sep-05,GERMANY,80,34871.63,1.52,3.13,0.94,109
2022-Sep-06,GERMANY,80,33542.65,3.03,2.1,0.88,122
2022-Sep-07,GERMANY,80,39524.24,2.74,1.34,0.95,146
2022-Sep-08,GERMANY,80,44446.1,2.72,2.63,0.93,119
2022-Sep-09,GERMANY,80,35477.45,2.83,3.24,0.95,126
2022-Sep-10,GERMANY,80,27530.79,2.64,2.9,0.95,100
2022-Sep-11,GERMANY,80,21523.16,2.51,1.92,0.94,95
2022-Sep-12,GERMANY,80,34368.43,2.17,4.05,0.86,116
2022-Sep-13,GERMANY,80,34441.06,2.22,2.16,0.89,101
2022-Sep-14,GERMANY,80,37841.76,3.0,1.25,0.94,118
2022-Sep-15,GERMANY,80,24142.82,3.78,3.68,0.92,107
2022-Sep-16,GERMANY,80,33287.62,2.86,3.32,0.95,103
2022-Sep-17,GERMANY,80,47105.11,1.01,2.24,1.01,117
2022-Sep-18,GERMANY,80,46695.95,1.33,2.96,1.05,174
2022-Sep-19,GERMANY,80,29331.85,3.36,3.87,0.89,86
2022-Sep-20,GERMANY,80,44971.15,3.57,2.36,1.05,147
2022-Sep-21,GERMANY,80,35844.26,3.21,3.42,1.0,132
2022-Sep-22,GERMANY,80,27603.93,3.64,2.44,0.9,105
2022-Sep-23,GERMANY,80,46765.36,1.61,3.82,0.86,115
2022-Sep-24,GERMANY,80,36207.93,1.93,2.17,0.96,152
2022-Sep-25,GERMANY,80,48126.58,2.48,3.34,0.89,126
2022-Sep-26,GERMANY,80,32942.32,1.61,3.92,0.89,102
2022-Sep-27,GERMANY,80,19017.33,3.33,1.69,1.03,91
2022-Sep-28,GERMANY,80,31792.88,2.65,3.74,0.98,125
2022-Sep-29,GERMANY,80,32255.67,2.31,4.03,0.94,106
2022-Sep-30,GERMANY,80,27386.26,3.59,3.89,0.88,97
2022-Oct-01,GERMANY,80,37358.32,2.45,0.78,1.19,163
2022-Oct-02,GERMANY,80,30667.07,2.44,3.99,1.12,129
2022-Oct-03,GERMANY,80,33636.47,2.21,1.47,1.23,145
2022-Oct-04,GERMANY,80,38882.65,1.7,3.33,1.12,120
2022-Oct-05,GERMANY,80,34155.5,2.53,3.76,1.11,126
2022-Oct-06,GERMANY,80,18814.69,3.79,1.98,1.12,95
2022-Oct-07,GERMANY,80,32681.32,2.19,2.75,1.12,134
2022-Oct-08,GERMANY,80,30423.06,1.56,2.33,1.22,164
2022-Oct-09,GERMANY,80,38802.8,2.31,5.58,1.18,116
2022-Oct-10,GERMANY,80,42540.14,2.47,2.54,1.23,169
2022-Oct-11,GERMANY,80,27273.69,2.39,2.28,1.28,141
2022-Oct-12,GERMANY,80,38567.66,2.83,3.25,1.25,175
2022-Oct-13,GERMANY,80,31521.87,2.61,2.39,1.28,150
2022-Oct-14,GERMANY,80,40844.42,1.52,3.43,1.2,131
2022-Oct-15,GERMANY,80,32368.5,2.18,3.91,1.19,138
2022-Oct-16,GERMANY,80,38989.31,1.75,2.07,1.11,154
2022-Oct-17,GERMANY,80,41892.15,1.99,4.66,1.3,177
2022-Oct-18,GERMANY,80,35140.87,2.77,2.35,1.29,136
2022-Oct-19,GERMANY,80,29225.28,2.96,1.55,1.24,125
2022-Oct-20,GERMANY,80,21662.08,0.47,4.46,1.19,100
2022-Oct-21,GERMANY,80,29168.01,3.61,3.4,1.13,141
2022-Oct-22,GERMANY,80,36451.94,1.72,4.2,1.29,124
2022-Oct-23,GERMANY,80,37695.39,2.56,4.54,1.12,99
2022-Oct-24,GERMANY,80,33663.1,2.81,3.04,1.14,131
2022-Oct-25,GERMANY,80,36424.37,1.97,1.62,1.15,124
2022-Oct-26,GERMANY,80,34627.88,0.37,3.88,1.23,118
2022-Oct-27,GERMANY,80,35541.55,3.01,3.72,1.18,157
2022-Oct-28,GERMANY,80,42880.3,2.53,2.3,1.27,175
2022-Oct-29,GERMANY,80,32156.94,2.08,1.55,1.12,120
2022-Oct-30,GERMANY,80,28344.72,3.08,3.21,1.27,138
2022-Oct-31,GERMANY,80,32705.43,3.44,1.12,1.19,148
2022-Nov-01,GERMANY,80,38599.96,1.25,5.59,1.3,143
2022-Nov-02,GERMANY,80,35132.99,1.98,3.85,1.15,128
2022-Nov-03,GERMANY,80,38484.11,3.06,4.28,1.14,136
2022-Nov-04,GERMANY,80,27106.86,3.27,3.49,1.23,164
2022-Nov-05,GERMANY,80,25552.45,1.78,2.43,1.23,132
2022-Nov-06,GERMANY,80,33166.38,3.54,2.29,1.12,106
2022-Nov-07,GERMANY,80,46753.17,1.47,4.35,1.18,119
2022-Nov-08,GERMANY,80,42122.72,3.02,3.33,1.25,160
2022-Nov-09,GERMANY,80,36465.42,1.63,4.2,1.24,148
2022-Nov-10,GERMANY,80,34914.06,1.4,4.59,1.14,133
2022-Nov-11,GERMANY,80,36226.08,3.73,1.81,1.15,140
2022-Nov-12,GERMANY,80,38473.74,2.78,2.66,1.29,191
2022-Nov-13,GERMANY,80,49254.43,2.31,3.35,1.26,192
2022-Nov-14,GERMANY,80,46734.96,2.49,3.44,1.13,168
2022-Nov-15,GERMANY,80,36501.7,2.32,1.27,1.21,148
2022-Nov-16,GERMANY,80,43651.6,3.13,3.52,1.18,128
2022-Nov-17,GERMANY,80,33570.32,4.28,2.83,1.15,154
2022-Nov-18,GERMANY,80,23552.97,3.07,3.16,1.25,112
2022-Nov-19,GERMANY,80,26336.1,2.41,2.99,1.28,128
2022-Nov-20,GERMANY,80,35778.56,2.39,5.02,1.22,138
2022-Nov-21,GERMANY,80,36507.88,3.14,3.53,1.27,156
2022-Nov-22,GERMANY,80,29685.72,2.64,3.48,1.16,117
2022-Nov-23,GERMANY,80,21586.85,2.06,3.85,1.19,96
2022-Nov-24,GERMANY,80,27699.5,4.07,3.31,1.26,145
2022-Nov-25,GERMANY,80,28158.32,3.17,2.1,1.27,126
2022-Nov-26,GERMANY,80,32531.85,2.79,4.6,1.16,141
2022-Nov-27,GERMANY,80,31983.28,2.0,3.45,1.24,105
2022-Nov-28,GERMANY,80,39901.47,3.44,1.88,1.17,144
2022-Nov-29,GERMANY,80,40612.74,4.11,4.18,1.29,146
2022-Nov-30,GERMANY,80,30167.54,3.75,3.66,1.3,147
2022-Dec-01,GERMANY,80,28018.36,2.54,1.77,1.26,171
2022-Dec-02,GERMANY,80,21088.83,0.95,2.67,1.17,94
2022-Dec-03,GERMANY,80,42765.66,1.38,3.0,1.21,156
2022-Dec-04,GERMANY,80,37864.49,2.91,4.92,1.1,129
2022-Dec-05,GERMANY,80,40458.41,3.18,2.46,1.17,162
2022-Dec-06,GERMANY,80,30390.68,3.07,3.51,1.23,141
2022-Dec-07,GERMANY,80,39229.38,2.66,2.64,1.2,157
2022-Dec-08,GERMANY,80,45368.66,1.45,3.48,1.14,163
2022-Dec-09,GERMANY,80,33434.41,2.78,3.31,1.24,138
2022-Dec-10,GERMANY,80,19871.87,1.39,2.99,1.24,119
2022-Dec-11,GERMANY,80,27835.61,2.2,4.27,1.18,139
2022-Dec-12,GERMANY,80,30751.26,3.25,3.45,1.29,167
2022-Dec-13,GERMANY,80,37173.94,2.03,2.11,1.2,154
2022-Dec-14,GERMANY,80,33904.47,1.81,2.93,1.24,137
2022-Dec-15,GERMANY,80,37010.13,2.6,4.19,1.19,140
2022-Dec-16,GERMANY,80,36753.6,3.75,5.95,1.24,140
2022-Dec-17,GERMANY,80,33003.64,2.3,2.57,1.28,159
2022-Dec-18,GERMANY,80,23211.97,4.39,3.86,1.23,114
2022-Dec-19,GERMANY,80,43096.33,3.19,3.85,1.11,170
2022-Dec-20,GERMANY,80,42784.33,0.94,2.91,1.15,140
2022-Dec-21,GERMANY,80,39559.42,2.55,3.9,1.28,152
2022-Dec-22,GERMANY,80,20852.98,1.79,2.23,1.14,105
2022-Dec-23,GERMANY,80,42041.01,3.34,2.87,1.13,157
2022-Dec-24,GERMANY,80,49396.1,2.72,1.8,1.14,161
2022-Dec-25,GERMANY,80,28172.66,1.46,2.55,1.26,135
2022-Dec-26,GERMANY,80,42885.04,2.13,1.7,1.16,184
2022-Dec-27,GERMANY,80,30095.37,1.87,3.33,1.24,130
2022-Dec-28,GERMANY,80,36589.44,1.88,3.64,1.27,151
2022-Dec-29,GERMANY,80,39475.05,1.99,3.82,1.22,142
2022-Dec-30,GERMANY,80,46445.05,2.94,4.9,1.24,175
2022-Dec-31,GERMANY,80,38184.47,3.2,2.65,1.15,121
2023-Jan-01,GERMANY,80,39359.38,3.43,2.75,0.99,142
2023-Jan-02,GERMANY,80,33796.18,3.29,1.4,0.94,107
2023-Jan-03,GERMANY,80,28812.54,2.21,2.93,0.94,103
2023-Jan-04,GERMANY,80,41378.92,2.3,4.62,1.02,127
2023-Jan-05,GERMANY,80,32316.07,2.89,3.47,0.91,102
2023-Jan-06,GERMANY,80,40605.32,3.11,2.27,0.86,105
2023-Jan-07,GERMANY,80,30403.03,2.67,2.95,0.9,88
2023-Jan-08,GERMANY,80,45486.59,2.48,2.01,0.91,116
2023-Jan-09,GERMANY,80,31106.85,2.1,3.05,1.01,115
2023-Jan-10,GERMANY,80,30918.22,1.7,3.61,0.97,116
2023-Jan-11,GERMANY,80,40182.95,2.3,3.58,0.97,132
2023-Jan-12,GERMANY,80,37303.2,2.26,2.57,1.04,156
2023-Jan-13,GERMANY,80,38186.02,2.64,1.17,0.87,124
2023-Jan-14,GERMANY,80,33391.37,0.97,2.96,0.97,99
2023-Jan-15,GERMANY,80,31174.16,2.24,1.59,0.86,99
2023-Jan-16,GERMANY,80,30154.97,1.86,3.09,0.97,120
2023-Jan-17,GERMANY,80,47491.91,1.94,2.84,1.0,137
2023-Jan-18,GERMANY,80,35833.54,3.06,2.24,0.93,90
2023-Jan-19,GERMANY,80,29145.63,3.19,2.17,0.92,85
2023-Jan-20,GERMANY,80,32551.6,2.86,3.23,0.93,131
2023-Jan-21,GERMANY,80,43988.56,2.07,3.17,1.01,133
2023-Jan-22,GERMANY,80,38301.09,3.12,2.78,0.91,129
2023-Jan-23,GERMANY,80,29988.23,2.24,2.39,0.9,102
2023-Jan-24,GERMANY,80,41591.57,2.87,1.87,0.88,146
2023-Jan-25,GERMANY,80,37164.95,1.88,2.75,0.9,109
2023-Jan-26,GERMANY,80,32925.69,3.03,3.23,1.05,126
2023-Jan-27,GERMANY,80,30595.6,2.74,2.35,1.05,103
2023-Jan-28,GERMANY,80,26449.71,1.24,2.6,0.98,86
2023-Jan-29,GERMANY,80,38843.89,2.34,4.41,1.04,121
2023-Jan-30,GERMANY,80,34881.82,2.05,1.78,0.88,96
2023-Jan-31,GERMANY,80,28240.32,1.27,5.18,0.91,89
2023-Feb-01,GERMANY,80,35958.59,2.17,2.71,0.88,102
2023-Feb-02,GERMANY,80,37221.54,3.68,1.95,0.99,133
2023-Feb-03,GERMANY,80,29363.61,2.75,3.39,0.86,96
2023-Feb-04,GERMANY,80,33342.04,2.93,1.22,0.9,110
2023-Feb-05,GERMANY,80,36794.8,2.15,1.17,1.0,124
2023-Feb-06,GERMANY,80,39904.17,2.49,3.94,0.96,123
2023-Feb-07,GERMANY,80,46154.67,2.15,2.87,0.91,134
2023-Feb-08,GERMANY,80,38575.15,2.35,1.84,1.0,117
2023-Feb-09,GERMANY,80,40419.26,2.35,3.28,0.88,108
2023-Feb-10,GERMANY,80,24320.7,2.5,2.56,0.94,99
2023-Feb-11,GERMANY,80,35648.26,1.47,1.83,0.96,113
2023-Feb-12,GERMANY,80,35022.39,3.21,2.91,0.96,113
2023-Feb-13,GERMANY,80,39479.72,2.95,2.28,0.91,108
2023-Feb-14,GERMANY,80,35002.23,3.1,3.02,0.92,107
2023-Feb-15,GERMANY,80,46425.07,1.22,3.63,1.02,123
2023-Feb-16,GERMANY,80,28986.27,1.6,2.27,1.03,104
2023-Feb-17,GERMANY,80,40328.2,2.21,2.57,0.89,124
2023-Feb-18,GERMANY,80,38556.61,2.25,4.16,0.87,90
2023-Feb-19,GERMANY,80,33168.37,2.77,3.24,1.01,119
2023-Feb-20,GERMANY,80,27148.48,2.51,2.99,1.03,93
2023-Feb-21,GERMANY,80,34504.96,3.09,2.67,0.86,102
2023-Feb-22,GERMANY,80,38733.28,1.62,2.57,0.86,104
2023-Feb-23,GERMANY,80,31995.95,3.0,1.42,0.94,106
2023-Feb-24,GERMANY,80,45914.28,3.11,1.89,0.96,138
2023-Feb-25,GERMANY,80,28889.43,2.23,2.22,1.04,110
2023-Feb-26,GERMANY,80,30105.29,2.42,4.61,1.01,109
2023-Feb-27,GERMANY,80,41034.78,2.78,4.38,0.96,108
2023-Feb-28,GERMANY,80,45271.63,1.84,5.97,0.92,107
